epoch,loss,lr,mean_squared_error,val_loss,val_mean_squared_error
0,0.11397589635418122,0.001,0.11397589635418122,0.09897609651088715,0.09897609651088715
1,0.06528837224805212,0.001,0.06528837224805212,0.07553663551807403,0.07553663551807403
2,0.05391431896083326,0.001,0.05391431896083326,0.06284001618623733,0.06284001618623733
3,0.045760859836296866,0.001,0.045760859836296866,0.05413929224014282,0.05413929224014282
4,0.039581399669040396,0.001,0.039581399669040396,0.046615292131900785,0.046615292131900785
5,0.035448889225631594,0.001,0.035448889225631594,0.043886853754520415,0.043886853754520415
6,0.03369960709508643,0.001,0.03369960709508643,0.040525390207767485,0.040525390207767485
7,0.03174550621489804,0.001,0.03174550621489804,0.034989622235298154,0.034989622235298154
8,0.02837858664388039,0.001,0.02837858664388039,0.029510506987571718,0.029510506987571718
9,0.02560660548799907,0.001,0.02560660548799907,0.02448163628578186,0.02448163628578186
10,0.02244461390627436,0.001,0.02244461390627436,0.021633037924766542,0.021633037924766542
11,0.019224648088979793,0.001,0.019224648088979793,0.01883857250213623,0.01883857250213623
12,0.018852934011269407,0.001,0.018852934011269407,0.018569868057966232,0.018569868057966232
13,0.017007719377527035,0.001,0.017007719377527035,0.016655192524194718,0.016655192524194718
14,0.01635590073349605,0.001,0.01635590073349605,0.015482734143733978,0.015482734143733978
15,0.015645625484905328,0.001,0.015645625484905328,0.015166115015745163,0.015166115015745163
16,0.014760644332202802,0.001,0.014760644332202802,0.014429624006152154,0.014429624006152154
17,0.013908424151006592,0.001,0.013908424151006592,0.013130951300263404,0.013130951300263404
18,0.012838757114417582,0.001,0.012838757114417582,0.012886592745780944,0.012886592745780944
19,0.013127749067652657,0.001,0.013127749067652657,0.011521109193563462,0.011521109193563462
20,0.0117400090198919,0.001,0.0117400090198919,0.01102832704782486,0.01102832704782486
21,0.011346302904098868,0.001,0.011346302904098868,0.010436815023422242,0.010436815023422242
22,0.010749143127531531,0.001,0.010749143127531531,0.00981290303170681,0.00981290303170681
23,0.010262903796665999,0.001,0.010262903796665999,0.008747054636478424,0.008747054636478424
24,0.01067451011748558,0.001,0.01067451011748558,0.009775812551379204,0.009775812551379204
25,0.010343021923586368,0.001,0.010343021923586368,0.00819007381796837,0.00819007381796837
26,0.009697057691077331,0.001,0.009697057691077331,0.0075913935899734495,0.0075913935899734495
27,0.008994593366374632,0.001,0.008994593366374632,0.007640027441084385,0.007640027441084385
28,0.008703123166573694,0.001,0.008703123166573694,0.0069521903991699215,0.0069521903991699215
29,0.009483548576932356,0.001,0.009483548576932356,0.0064143816009163855,0.0064143816009163855
30,0.007833156729094595,0.001,0.007833156729094595,0.006143809109926224,0.006143809109926224
31,0.008187769870105457,0.001,0.008187769870105457,0.00604350995272398,0.00604350995272398
32,0.008279078320252249,0.001,0.008279078320252249,0.005496754497289658,0.005496754497289658
33,0.007792192051209599,0.001,0.007792192051209599,0.005274440534412861,0.005274440534412861
34,0.00752234021874975,0.001,0.00752234021874975,0.005476762354373932,0.005476762354373932
35,0.00711665296904653,0.001,0.00711665296904653,0.005329687520861626,0.005329687520861626
36,0.0074236654194004565,0.001,0.0074236654194004565,0.0050107289105653765,0.0050107289105653765
37,0.006695531735039619,0.001,0.006695531735039619,0.005360190756618977,0.005360190756618977
38,0.00700722586543086,0.001,0.00700722586543086,0.004476496949791908,0.004476496949791908
39,0.006728498812158962,0.001,0.006728498812158962,0.004857478849589825,0.004857478849589825
40,0.007056588110659855,0.001,0.007056588110659855,0.005033432133495807,0.005033432133495807
41,0.006649819157838103,0.001,0.006649819157838103,0.004861642979085446,0.004861642979085446
42,0.006125430568087712,0.001,0.006125430568087712,0.004734667018055916,0.004734667018055916
43,0.006504597097455737,0.001,0.006504597097455737,0.004673426039516926,0.004673426039516926
44,0.006622085675978696,0.001,0.006622085675978696,0.005151024088263512,0.005151024088263512
45,0.00618122714425785,0.001,0.00618122714425785,0.004247003607451916,0.004247003607451916
46,0.005727594233039452,0.001,0.005727594233039452,0.004735590890049934,0.004735590890049934
47,0.006143428890191647,0.001,0.006143428890191647,0.004173682257533074,0.004173682257533074
48,0.006432869177064802,0.001,0.006432869177064802,0.004230329766869545,0.004230329766869545
49,0.005803425395188023,0.001,0.005803425395188023,0.004352870211005211,0.004352870211005211
50,0.006197701213903815,0.001,0.006197701213903815,0.0045436380431056024,0.0045436380431056024
51,0.005444444906729531,0.001,0.005444444906729531,0.004910917021334171,0.004910917021334171
52,0.005585318007674742,0.001,0.005585318007674742,0.00401650108397007,0.00401650108397007
53,0.006028144011633044,0.001,0.006028144011633044,0.004026803560554982,0.004026803560554982
54,0.005304984821298395,0.001,0.005304984821298395,0.0036754636093974113,0.0036754636093974113
55,0.005526700982801527,0.001,0.005526700982801527,0.004598857462406158,0.004598857462406158
56,0.005528615414535245,0.001,0.005528615414535245,0.0046919133514165875,0.0046919133514165875
57,0.005600368676998888,0.001,0.005600368676998888,0.004460916109383106,0.004460916109383106
58,0.005798256507210703,0.001,0.005798256507210703,0.004715343005955219,0.004715343005955219
59,0.005032232150446668,0.001,0.005032232150446668,0.006111754011362791,0.006111754011362791
60,0.005425312222508961,0.001,0.005425312222508961,0.003928624652326107,0.003928624652326107
61,0.005102075117427003,0.001,0.005102075117427003,0.0037111006677150726,0.0037111006677150726
62,0.00545746736868049,0.001,0.00545746736868049,0.004075968638062477,0.004075968638062477
63,0.005396431721522507,0.001,0.005396431721522507,0.0039469831623137,0.0039469831623137
64,0.005269823531362127,0.001,0.005269823531362127,0.004006123915314674,0.004006123915314674
65,0.00503257829948407,0.000100000005,0.00503257829948407,0.004378349240869284,0.004378349240869284
66,0.004545819221894784,0.000100000005,0.004545819221894784,0.004350818786770105,0.004350818786770105
67,0.0043177132365708965,0.000100000005,0.0043177132365708965,0.004413760639727116,0.004413760639727116
68,0.005229900217985353,0.000100000005,0.005229900217985353,0.00460547860711813,0.00460547860711813
69,0.004523704703672823,0.000100000005,0.004523704703672823,0.00431315153837204,0.00431315153837204
70,0.004979477231727397,0.000100000005,0.004979477231727397,0.004410820547491312,0.004410820547491312
71,0.004595548590555428,0.000100000005,0.004595548590555428,0.004485298041254282,0.004485298041254282
72,0.004879820265762329,0.000100000005,0.004879820265762329,0.004689384065568447,0.004689384065568447
73,0.004290610697703907,0.000100000005,0.004290610697703907,0.004416032414883375,0.004416032414883375
74,0.004529683892783451,0.000100000005,0.004529683892783451,0.004583262838423252,0.004583262838423252
75,0.004524777980005166,1.0000001e-05,0.004524777980005166,0.004654160887002945,0.004654160887002945
76,0.004818379951932703,1.0000001e-05,0.004818379951932703,0.004670646972954273,0.004670646972954273
77,0.004742557487271008,1.0000001e-05,0.004742557487271008,0.004671090003103018,0.004671090003103018
78,0.00407591692441289,1.0000001e-05,0.00407591692441289,0.0046563507989048954,0.0046563507989048954
79,0.004703524131159556,1.0000001e-05,0.004703524131159556,0.004684463515877724,0.004684463515877724
80,0.004461234017466027,1.0000001e-05,0.004461234017466027,0.004699086770415306,0.004699086770415306
81,0.004666941978194448,1.0000001e-05,0.004666941978194448,0.0047132733277976515,0.0047132733277976515
82,0.004635178150205189,1.0000001e-05,0.004635178150205189,0.004731960780918598,0.004731960780918598
83,0.004325183874265437,1.0000001e-05,0.004325183874265437,0.004709911905229092,0.004709911905229092
84,0.004634196485718151,1.0000001e-05,0.004634196485718151,0.004726399295032024,0.004726399295032024
85,0.0044166060579738705,1.0000001e-06,0.0044166060579738705,0.004720785841345787,0.004720785841345787
86,0.004612427150146161,1.0000001e-06,0.004612427150146161,0.0047172090969979765,0.0047172090969979765
87,0.004515380853876831,1.0000001e-06,0.004515380853876831,0.004719258099794388,0.004719258099794388
88,0.0047832996646189185,1.0000001e-06,0.0047832996646189185,0.004719609580934048,0.004719609580934048
89,0.0048004057965275035,1.0000001e-06,0.0048004057965275035,0.004718872625380755,0.004718872625380755
90,0.004309829756482897,1.0000001e-06,0.004309829756482897,0.004719458892941475,0.004719458892941475
91,0.005019438413746026,1.0000001e-06,0.005019438413746026,0.00471201054751873,0.00471201054751873
92,0.00443612786952451,1.0000001e-06,0.00443612786952451,0.004712856095284224,0.004712856095284224
93,0.004884075934448874,1.0000001e-06,0.004884075934448874,0.004712003096938133,0.004712003096938133
94,0.0045358457193003,1.0000001e-06,0.0045358457193003,0.00470761600881815,0.00470761600881815
95,0.0050856789703065735,1e-06,0.0050856789703065735,0.004709345661103726,0.004709345661103726
96,0.0044157375828419105,1e-06,0.0044157375828419105,0.004714703559875489,0.004714703559875489
97,0.004734391803819552,1e-06,0.004734391803819552,0.00471254475414753,0.00471254475414753
98,0.004862108671790864,1e-06,0.004862108671790864,0.004708620719611645,0.004708620719611645
99,0.004824004133220717,1e-06,0.004824004133220717,0.00470774918794632,0.00470774918794632
100,0.0045745405817337065,1e-06,0.0045745405817337065,0.004703303147107363,0.004703303147107363
101,0.004592294482155198,1e-06,0.004592294482155198,0.004700957983732224,0.004700957983732224
102,0.004340064767972532,1e-06,0.004340064767972532,0.004702237620949745,0.004702237620949745
103,0.004512440578742738,1e-06,0.004512440578742738,0.004708770755678415,0.004708770755678415
104,0.004323345920385187,1e-06,0.004323345920385187,0.004709390923380852,0.004709390923380852
105,0.00465084423299834,1e-06,0.00465084423299834,0.004708187747746706,0.004708187747746706
106,0.0044763735551611485,1e-06,0.0044763735551611485,0.00470951572060585,0.00470951572060585
107,0.004572840819853437,1e-06,0.004572840819853437,0.0047036855481565,0.0047036855481565
108,0.004525209572278412,1e-06,0.004525209572278412,0.004706680029630661,0.004706680029630661
109,0.004763556111334677,1e-06,0.004763556111334677,0.004706459399312734,0.004706459399312734
110,0.004738590155492525,1e-06,0.004738590155492525,0.004706583824008704,0.004706583824008704
111,0.0045854702047689495,1e-06,0.0045854702047689495,0.004708686657249927,0.004708686657249927
112,0.004715902291810566,1e-06,0.004715902291810566,0.0047068636864423755,0.0047068636864423755
113,0.004515029840642609,1e-06,0.004515029840642609,0.004706393368542195,0.004706393368542195
114,0.004674738679776888,1e-06,0.004674738679776888,0.004711811058223247,0.004711811058223247
115,0.004710690670994571,1e-06,0.004710690670994571,0.004714821558445692,0.004714821558445692
116,0.004440968323229666,1e-06,0.004440968323229666,0.004711880907416343,0.004711880907416343
117,0.0044468051672587735,1e-06,0.0044468051672587735,0.004709621518850326,0.004709621518850326
118,0.004672952829467425,1e-06,0.004672952829467425,0.004713823273777962,0.004713823273777962
119,0.004436388603377953,1e-06,0.004436388603377953,0.004714314546436072,0.004714314546436072
120,0.004340028480054384,1e-06,0.004340028480054384,0.004714406002312899,0.004714406002312899
121,0.004364453550675009,1e-06,0.004364453550675009,0.0047085098922252655,0.0047085098922252655
122,0.0044494492046714545,1e-06,0.0044494492046714545,0.0047009197995066644,0.0047009197995066644
123,0.0045812525407759,1e-06,0.0045812525407759,0.004702962003648281,0.004702962003648281
124,0.004758720019697605,1e-06,0.004758720019697605,0.004707921482622624,0.004707921482622624
125,0.004557770270158548,1e-06,0.004557770270158548,0.004708503372967243,0.004708503372967243
126,0.004535350536209452,1e-06,0.004535350536209452,0.00471109552308917,0.00471109552308917
127,0.004745679057528635,1e-06,0.004745679057528635,0.004704133421182632,0.004704133421182632
128,0.004322452181725797,1e-06,0.004322452181725797,0.004705012030899525,0.004705012030899525
129,0.00461886267750019,1e-06,0.00461886267750019,0.004703939147293568,0.004703939147293568
130,0.004543186650690006,1e-06,0.004543186650690006,0.004701795615255832,0.004701795615255832
131,0.004912797832883984,1e-06,0.004912797832883984,0.004699557647109031,0.004699557647109031
132,0.004870283765247069,1e-06,0.004870283765247069,0.004700056370347738,0.004700056370347738
133,0.004677622222779207,1e-06,0.004677622222779207,0.00469563091173768,0.00469563091173768
134,0.004641456251784441,1e-06,0.004641456251784441,0.004696706496179104,0.004696706496179104
135,0.004410859270313059,1e-06,0.004410859270313059,0.004696584120392799,0.004696584120392799
136,0.0045325503549931275,1e-06,0.0045325503549931275,0.0046917984262108805,0.0046917984262108805
137,0.004398534534476608,1e-06,0.004398534534476608,0.004692375659942627,0.004692375659942627
138,0.004569592487336282,1e-06,0.004569592487336282,0.004690371919423342,0.004690371919423342
139,0.004916795125478004,1e-06,0.004916795125478004,0.004690204374492168,0.004690204374492168
140,0.004815774419939661,1e-06,0.004815774419939661,0.004686740506440401,0.004686740506440401
141,0.004943379344059581,1e-06,0.004943379344059581,0.004685873724520206,0.004685873724520206
142,0.004322480825505343,1e-06,0.004322480825505343,0.004686178267002105,0.004686178267002105
143,0.005193548378007239,1e-06,0.005193548378007239,0.004690644331276417,0.004690644331276417
144,0.004564010066889137,1e-06,0.004564010066889137,0.004692619852721691,0.004692619852721691
145,0.004841619221695575,1e-06,0.004841619221695575,0.004692989028990268,0.004692989028990268
146,0.004655203599684748,1e-06,0.004655203599684748,0.004696927685290575,0.004696927685290575
147,0.0046801683016076505,1e-06,0.0046801683016076505,0.0046988196671009065,0.0046988196671009065
148,0.004450862699872758,1e-06,0.004450862699872758,0.004698708187788725,0.004698708187788725
149,0.004828522217471197,1e-06,0.004828522217471197,0.004696193151175976,0.004696193151175976
150,0.004445375434223966,1e-06,0.004445375434223966,0.004696939885616302,0.004696939885616302
151,0.004358160410480327,1e-06,0.004358160410480327,0.004694502241909504,0.004694502241909504
152,0.0047714899389454755,1e-06,0.0047714899389454755,0.004693751223385334,0.004693751223385334
153,0.004464611980547926,1e-06,0.004464611980547926,0.004689570888876915,0.004689570888876915
154,0.004479042097297777,1e-06,0.004479042097297777,0.004689333587884903,0.004689333587884903
